time	V(vin)
2.734485149292714e-003	2.004748e+000
2.752008459549084e-003	2.000080e+000
2.768270378407419e-003	2.006582e+000
2.787801628407419e-003	2.028074e+000
2.807332878407419e-003	2.064185e+000
2.826864128407419e-003	2.114372e+000
2.846395378407419e-003	2.177879e+000
2.885457878407419e-003	2.340849e+000
2.924520378407419e-003	2.543326e+000
2.944051628407420e-003	2.660202e+000
2.963582878407420e-003	2.777739e+000
2.983114128407420e-003	2.895938e+000
3.002645378407420e-003	3.014799e+000
3.022176628407420e-003	3.134322e+000
3.041707878407420e-003	3.254506e+000
3.061239128407420e-003	3.375352e+000
3.119832878407420e-003	3.683781e+000
3.158895378407420e-003	3.840589e+000
3.197957878407420e-003	3.947013e+000
3.237020378407420e-003	3.996676e+000
3.275666975425134e-003	3.987024e+000
3.314729475425134e-003	3.918428e+000
3.353791975425134e-003	3.794784e+000
3.392854475425134e-003	3.623503e+000
3.451448225425134e-003	3.300350e+000
3.470979475425134e-003	3.176780e+000
3.490510725425134e-003	3.055047e+000
3.510041975425134e-003	2.935150e+000
3.529573225425134e-003	2.817091e+000
3.549104475425134e-003	2.700868e+000
3.568635725425134e-003	2.586482e+000
3.588166975425134e-003	2.473933e+000
3.627229475425134e-003	2.283058e+000
3.646760725425134e-003	2.203113e+000
3.666291975425134e-003	2.135154e+000
3.685823225425134e-003	2.080204e+000
3.705354475425134e-003	2.039087e+000
3.724885725425134e-003	2.012424e+000
3.744416975425134e-003	2.000615e+000
3.762924173823277e-003	2.003295e+000
3.782455423823277e-003	2.020720e+000
3.801986673823277e-003	2.052875e+000
3.821517923823277e-003	2.099275e+000
3.841049173823277e-003	2.159223e+000
3.860580423823277e-003	2.231817e+000
3.899642923823277e-003	2.410401e+000
3.938705423823277e-003	2.624325e+000
4.075424173823274e-003	3.456364e+000
4.114486673823273e-003	3.658889e+000
4.153549173823272e-003	3.821923e+000
4.192611673823271e-003	3.935692e+000
4.231674173823270e-003	3.993378e+000
4.264045287175838e-003	3.996109e+000
4.303107787175837e-003	3.944841e+000
4.342170287175836e-003	3.836943e+000
4.381232787175836e-003	3.678880e+000
4.439826537175834e-003	3.369138e+000
4.459357787175834e-003	3.248033e+000
4.478889037175833e-003	3.127689e+000
4.498420287175833e-003	3.008106e+000
4.517951537175833e-003	2.889283e+000
4.537482787175832e-003	2.771221e+000
4.557014037175832e-003	2.653920e+000
4.576545287175831e-003	2.537380e+000
4.615607787175831e-003	2.335828e+000
4.635139037175830e-003	2.249311e+000
4.654670287175830e-003	2.174086e+000
4.674201537175829e-003	2.111282e+000
4.693732787175829e-003	2.061846e+000
4.713264037175828e-003	2.026521e+000
4.732795287175828e-003	2.005837e+000
4.749257041534661e-003	2.000011e+000
4.764723854410551e-003	2.004276e+000
4.784255104410551e-003	2.023073e+000
4.803786354410550e-003	2.056564e+000
4.823317604410550e-003	2.104244e+000
4.842848854410550e-003	2.165398e+000
4.862380104410549e-003	2.239105e+000
4.901442604410548e-003	2.419572e+000
4.940505104410548e-003	2.634828e+000
4.960036354410547e-003	2.756095e+000
4.979567604410547e-003	2.876538e+000
4.999098854410546e-003	2.996157e+000
5.018630104410546e-003	3.114952e+000
5.038161354410545e-003	3.232924e+000
5.057692604410545e-003	3.350072e+000
5.077223854410545e-003	3.466396e+000
5.116286354410544e-003	3.667353e+000
5.155348854410543e-003	3.828311e+000
5.194411354410542e-003	3.939621e+000
5.233473854410541e-003	3.994614e+000
5.265589296433447e-003	3.995207e+000
5.304651796433446e-003	3.941620e+000
5.343714296433445e-003	3.831594e+000
5.382776796433444e-003	3.671725e+000
5.441370546433443e-003	3.360104e+000
5.460901796433442e-003	3.238634e+000
5.480433046433442e-003	3.118069e+000
5.499964296433442e-003	2.998407e+000
5.519495546433441e-003	2.879649e+000
5.539026796433441e-003	2.761796e+000
5.558558046433440e-003	2.644847e+000
5.578089296433440e-003	2.528801e+000
5.617151796433439e-003	2.328607e+000
5.636683046433439e-003	2.242938e+000
5.656214296433438e-003	2.168655e+000
5.675745546433438e-003	2.106877e+000
5.695276796433437e-003	2.058532e+000
5.714808046433437e-003	2.024347e+000
5.734339296433437e-003	2.004837e+000
5.751770992768144e-003	2.000062e+000
5.767883717378744e-003	2.006306e+000
5.787414967378743e-003	2.027505e+000
5.806946217378743e-003	2.063332e+000
5.826477467378743e-003	2.113246e+000
5.846008717378742e-003	2.176498e+000
5.885071217378741e-003	2.339024e+000
5.924133717378740e-003	2.541167e+000
5.943664967378740e-003	2.657921e+000
5.963196217378740e-003	2.775373e+000
5.982727467378739e-003	2.893523e+000
6.002258717378739e-003	3.012371e+000
6.021789967378738e-003	3.131916e+000
6.041321217378738e-003	3.252159e+000
6.060852467378738e-003	3.373099e+000
6.119446217378736e-003	3.682007e+000
6.158508717378735e-003	3.839270e+000
6.197571217378735e-003	3.946230e+000
6.236633717378734e-003	3.996475e+000
6.275037562015908e-003	3.987651e+000
6.314100062015907e-003	3.919986e+000
6.353162562015906e-003	3.797178e+000
6.392225062015905e-003	3.626590e+000
6.450818812015904e-003	3.304120e+000
6.470350062015903e-003	3.180667e+000
6.489881312015903e-003	3.058992e+000
6.509412562015903e-003	2.939096e+000
6.528943812015902e-003	2.820979e+000
6.548475062015902e-003	2.704641e+000
6.568006312015901e-003	2.590081e+000
6.587537562015901e-003	2.477300e+000
6.626600062015900e-003	2.285820e+000
6.646131312015900e-003	2.205508e+000
6.665662562015899e-003	2.137146e+000
6.685193812015899e-003	2.081762e+000
6.704725062015898e-003	2.040190e+000
6.724256312015898e-003	2.013053e+000
6.743787562015898e-003	2.000762e+000
6.762689960767491e-003	2.003177e+000
6.782221210767491e-003	2.020423e+000
6.801752460767491e-003	2.052404e+000
6.821283710767490e-003	2.098637e+000
6.840814960767490e-003	2.158427e+000
6.860346210767489e-003	2.230875e+000
6.899408710767488e-003	2.409213e+000
6.938471210767488e-003	2.622962e+000
7.075189960767485e-003	3.455054e+000
7.114252460767484e-003	3.657781e+000
7.153314960767483e-003	3.821083e+000
7.192377460767482e-003	3.935172e+000
7.231439960767481e-003	3.993208e+000
7.263903502947533e-003	3.996187e+000
7.302966002947532e-003	3.945133e+000
7.342028502947531e-003	3.837430e+000
7.381091002947531e-003	3.679534e+000
7.439684752947529e-003	3.369966e+000
7.459216002947529e-003	3.248895e+000
7.478747252947528e-003	3.128572e+000
7.498278502947528e-003	3.008996e+000
7.517809752947528e-003	2.890168e+000
7.537341002947527e-003	2.772088e+000
7.556872252947527e-003	2.654755e+000
7.576403502947526e-003	2.538170e+000
7.615466002947526e-003	2.336495e+000
7.634997252947525e-003	2.249900e+000
7.654528502947525e-003	2.174588e+000
7.674059752947524e-003	2.111691e+000
7.693591002947524e-003	2.062155e+000
7.713122252947523e-003	2.026725e+000
7.732653502947523e-003	2.005934e+000
7.749026180598178e-003	2.000019e+000
7.764638045556031e-003	2.004227e+000
7.784169295556031e-003	2.022958e+000
7.803700545556030e-003	2.056385e+000
7.823231795556031e-003	2.104005e+000
7.842763045556030e-003	2.165101e+000
7.862294295556030e-003	2.238755e+000
7.901356795556029e-003	2.419133e+000
7.940419295556028e-003	2.634326e+000
7.959950545556028e-003	2.755572e+000
7.979481795556027e-003	2.876003e+000
7.999013045556027e-003	2.995618e+000
8.018544295556027e-003	3.114417e+000
8.038075545556026e-003	3.232400e+000
8.057606795556026e-003	3.349567e+000
8.077138045556025e-003	3.465919e+000
8.116200545556025e-003	3.666951e+000
8.155263045556024e-003	3.828008e+000
8.194325545556023e-003	3.939437e+000
8.233388045556022e-003	3.994558e+000
8.264452742236212e-003	3.995880e+000
8.303515242236211e-003	3.944000e+000
8.342577742236210e-003	3.835539e+000
8.381640242236210e-003	3.676998e+000
8.440233992236208e-003	3.366757e+000
8.459765242236208e-003	3.245555e+000
8.479296492236207e-003	3.125151e+000
8.498827742236207e-003	3.005546e+000
8.518358992236207e-003	2.886740e+000
8.537890242236206e-003	2.768732e+000
8.557421492236206e-003	2.651523e+000
8.576952742236205e-003	2.535112e+000
8.616015242236205e-003	2.333917e+000
8.635546492236204e-003	2.247622e+000
8.655077742236204e-003	2.172645e+000
8.674608992236203e-003	2.110111e+000
8.694140242236203e-003	2.060963e+000
8.713671492236202e-003	2.025938e+000
8.733202742236202e-003	2.005564e+000
8.764970442303073e-003	2.004421e+000
8.784501692303073e-003	2.023405e+000
8.804032942303072e-003	2.057078e+000
8.823564192303072e-003	2.104934e+000
8.843095442303071e-003	2.166253e+000
8.862626692303071e-003	2.240111e+000
8.901689192303070e-003	2.420834e+000
8.940751692303069e-003	2.636271e+000
8.960282942303069e-003	2.757596e+000
8.979814192303069e-003	2.878074e+000
8.999345442303068e-003	2.997705e+000
9.018876692303068e-003	3.116490e+000
9.038407942303067e-003	3.234429e+000
9.057939192303067e-003	3.351520e+000
9.077470442303066e-003	3.467766e+000
9.116532942303066e-003	3.668506e+000
9.155595442303065e-003	3.829178e+000
9.194657942303064e-003	3.940150e+000
9.233720442303063e-003	3.994773e+000
9.266243054403954e-003	3.994797e+000
9.305305554403953e-003	3.940229e+000
9.344368054403952e-003	3.829306e+000
9.383430554403952e-003	3.668677e+000
9.442024304403950e-003	3.356269e+000
9.461555554403950e-003	3.234648e+000
9.481086804403949e-003	3.113992e+000
9.500618054403949e-003	2.994301e+000
9.520149304403949e-003	2.875574e+000
9.539680554403948e-003	2.757812e+000
9.559211804403948e-003	2.641015e+000
9.578743054403947e-003	2.525182e+000
9.617805554403947e-003	2.325569e+000
9.637336804403946e-003	2.240260e+000
9.656868054403946e-003	2.166379e+000
9.676399304403945e-003	2.105036e+000
9.695930554403945e-003	2.057155e+000
9.715461804403944e-003	2.023454e+000
9.734993054403944e-003	2.004442e+000
9.754524304403944e-003	2.000404e+000
9.772366625851658e-003	2.009859e+000
9.791897875851658e-003	2.034451e+000
9.811429125851657e-003	2.073566e+000
9.830960375851657e-003	2.126616e+000
9.850491625851656e-003	2.192802e+000
9.889554125851656e-003	2.360420e+000
9.928616625851655e-003	2.566372e+000
9.948147875851654e-003	2.684487e+000
9.967679125851654e-003	2.802883e+000
9.987210375851654e-003	2.921560e+000
1.000674162585165e-002	3.040519e+000
1.002627287585165e-002	3.159758e+000
1.004580412585165e-002	3.279279e+000
1.006533537585165e-002	3.399081e+000
1.012392912585165e-002	3.702333e+000
1.016299162585165e-002	3.854250e+000
1.020205412585165e-002	3.954966e+000
1.024111662585165e-002	3.998443e+000
1.028017912585165e-002	3.982076e+000
1.031924162585165e-002	3.906846e+000
1.035830412585165e-002	3.777261e+000
1.039736662585165e-002	3.601090e+000
1.045596037585164e-002	3.273191e+000
1.047549162585164e-002	3.148841e+000
1.049502287585164e-002	3.026743e+000
1.051455412585164e-002	2.906897e+000
1.053408537585164e-002	2.789304e+000
1.055361662585164e-002	2.673962e+000
1.057314787585164e-002	2.560873e+000
1.059267912585164e-002	2.450037e+000
1.063174162585164e-002	2.263584e+000
1.065127287585164e-002	2.186308e+000
1.067080412585164e-002	2.121270e+000
1.069033537585164e-002	2.069450e+000
1.070986662585164e-002	2.031626e+000
1.072939787585164e-002	2.008367e+000
1.074507072084618e-002	2.000480e+000
1.076316738315329e-002	2.003420e+000
1.078269863315329e-002	2.021031e+000
1.080222988315329e-002	2.053366e+000
1.082176113315329e-002	2.099940e+000
1.084129238315329e-002	2.160051e+000
1.086082363315329e-002	2.232796e+000
1.089988613315329e-002	2.411636e+000
1.093894863315328e-002	2.625741e+000
1.107566738315328e-002	3.457723e+000
1.111472988315328e-002	3.660038e+000
1.115379238315328e-002	3.822792e+000
1.119285488315328e-002	3.936230e+000
1.123191738315328e-002	3.993553e+000
1.126419250699283e-002	3.996027e+000
1.130325500699283e-002	3.944538e+000
1.134231750699283e-002	3.836436e+000
1.138138000699283e-002	3.678201e+000
1.143997375699282e-002	3.368278e+000
1.145950500699282e-002	3.247138e+000
1.147903625699282e-002	3.126772e+000
1.149856750699282e-002	3.007181e+000
1.151809875699282e-002	2.888364e+000
1.153763000699282e-002	2.770322e+000
1.155716125699282e-002	2.653054e+000
1.157669250699282e-002	2.536560e+000
1.161575500699282e-002	2.335137e+000
1.163528625699282e-002	2.248701e+000
1.165481750699282e-002	2.173564e+000
1.167434875699282e-002	2.110859e+000
1.169388000699282e-002	2.061526e+000
1.171341125699282e-002	2.026309e+000
1.173294250699282e-002	2.005738e+000
1.176481295143126e-002	2.004328e+000
1.178434420143126e-002	2.023193e+000
1.180387545143126e-002	2.056749e+000
1.182340670143126e-002	2.104493e+000
1.184293795143126e-002	2.165707e+000
1.186246920143126e-002	2.239468e+000
1.190153170143126e-002	2.420028e+000
1.194059420143125e-002	2.635349e+000
1.196012545143125e-002	2.756637e+000
1.197965670143125e-002	2.877093e+000
1.199918795143125e-002	2.996716e+000
1.201871920143125e-002	3.115508e+000
1.203825045143125e-002	3.233468e+000
1.205778170143125e-002	3.350595e+000
1.207731295143125e-002	3.466891e+000
1.211637545143125e-002	3.667770e+000
1.215543795143125e-002	3.828624e+000
1.219450045143125e-002	3.939813e+000
1.223356295143125e-002	3.994672e+000
1.226582551308842e-002	3.995060e+000
1.230488801308842e-002	3.941119e+000
1.234395051308842e-002	3.830769e+000
1.238301301308842e-002	3.670625e+000
1.244160676308842e-002	3.358719e+000
1.246113801308842e-002	3.237195e+000
1.248066926308842e-002	3.116596e+000
1.250020051308842e-002	2.996923e+000
1.251973176308842e-002	2.878177e+000
1.253926301308842e-002	2.760356e+000
1.255879426308842e-002	2.643461e+000
1.257832551308842e-002	2.527493e+000
1.261738801308841e-002	2.327508e+000
1.263691926308841e-002	2.241969e+000
1.265645051308841e-002	2.167831e+000
1.267598176308841e-002	2.106210e+000
1.269551301308841e-002	2.058032e+000
1.271504426308841e-002	2.024023e+000
1.273457551308841e-002	2.004693e+000
1.275410676308841e-002	2.000333e+000
1.277168683210418e-002	2.009269e+000
1.279121808210418e-002	2.033349e+000
1.281074933210418e-002	2.071967e+000
1.283028058210418e-002	2.124544e+000
1.284981183210418e-002	2.190289e+000
1.288887433210417e-002	2.357142e+000
1.292793683210417e-002	2.562527e+000
1.294746808210417e-002	2.680442e+000
1.296699933210417e-002	2.798701e+000
1.298653058210417e-002	2.917304e+000
1.300606183210417e-002	3.036252e+000
1.302559308210417e-002	3.155544e+000
1.304512433210417e-002	3.275180e+000
1.306465558210417e-002	3.395161e+000
1.312324933210417e-002	3.699286e+000
1.316231183210417e-002	3.852022e+000
1.320137433210417e-002	3.953689e+000
1.324043683210417e-002	3.998195e+000
1.327949933210417e-002	3.982872e+000
1.331856183210417e-002	3.908638e+000
1.335762433210416e-002	3.779942e+000
1.339668683210416e-002	3.604498e+000
1.345528058210416e-002	3.277298e+000
1.347481183210416e-002	3.153058e+000
1.349434308210416e-002	3.031009e+000
1.351387433210416e-002	2.911149e+000
1.353340558210416e-002	2.793480e+000
1.355293683210416e-002	2.678000e+000
1.357246808210416e-002	2.564710e+000
1.359199933210416e-002	2.453609e+000
1.363106183210416e-002	2.266480e+000
1.365059308210416e-002	2.188798e+000
1.367012433210416e-002	2.123317e+000
1.368965558210416e-002	2.071022e+000
1.370918683210416e-002	2.032700e+000
1.372871808210416e-002	2.008927e+000
1.374481803700244e-002	2.000530e+000
1.376307338514039e-002	2.003372e+000
1.378260463514039e-002	2.020911e+000
1.380213588514039e-002	2.053176e+000
1.382166713514038e-002	2.099683e+000
1.384119838514038e-002	2.159731e+000
1.386072963514038e-002	2.232417e+000
1.389979213514038e-002	2.411159e+000
1.393885463514038e-002	2.625194e+000
1.407557338514038e-002	3.457198e+000
1.411463588514038e-002	3.659594e+000
1.415369838514038e-002	3.822456e+000
1.419276088514038e-002	3.936022e+000
1.423182338514038e-002	3.993485e+000
1.426413560915490e-002	3.996058e+000
1.430319810915490e-002	3.944655e+000
1.434226060915490e-002	3.836632e+000
1.438132310915490e-002	3.678463e+000
1.443991685915490e-002	3.368610e+000
1.445944810915490e-002	3.247484e+000
1.447897935915490e-002	3.127126e+000
1.449851060915490e-002	3.007538e+000
1.451804185915490e-002	2.888719e+000
1.453757310915490e-002	2.770669e+000
1.455710435915490e-002	2.653389e+000
1.457663560915490e-002	2.536877e+000
1.461569810915490e-002	2.335404e+000
1.463522935915490e-002	2.248937e+000
1.465476060915490e-002	2.173766e+000
1.467429185915490e-002	2.111022e+000
1.469382310915490e-002	2.061650e+000
1.471335435915490e-002	2.026391e+000
1.473288560915489e-002	2.005776e+000
1.476477851717994e-002	2.004308e+000
1.478430976717994e-002	2.023146e+000
1.480384101717993e-002	2.056678e+000
1.482337226717993e-002	2.104397e+000
1.484290351717993e-002	2.165587e+000
1.486243476717993e-002	2.239328e+000
1.490149726717993e-002	2.419852e+000
1.494055976717993e-002	2.635148e+000
1.496009101717993e-002	2.756427e+000
1.497962226717993e-002	2.876878e+000
1.499915351717993e-002	2.996500e+000
1.501868476717993e-002	3.115293e+000
1.503821601717993e-002	3.233257e+000
1.505774726717993e-002	3.350393e+000
1.507727851717993e-002	3.466700e+000
1.511634101717993e-002	3.667609e+000
1.515540351717993e-002	3.828503e+000
1.519446601717993e-002	3.939739e+000
1.523352851717993e-002	3.994649e+000
1.526573422012672e-002	3.995117e+000
1.530479672012672e-002	3.941313e+000
1.534385922012672e-002	3.831088e+000
1.538292172012672e-002	3.671050e+000
1.544151547012672e-002	3.359255e+000
1.546104672012672e-002	3.237751e+000
1.548057797012672e-002	3.117165e+000
1.550010922012672e-002	2.997497e+000
1.551964047012672e-002	2.878746e+000
1.553917172012672e-002	2.760912e+000
1.555870297012672e-002	2.643997e+000
1.557823422012672e-002	2.527998e+000
1.561729672012672e-002	2.327933e+000
1.563682797012672e-002	2.242343e+000
1.565635922012672e-002	2.168149e+000
1.567589047012672e-002	2.106467e+000
1.569542172012672e-002	2.058225e+000
1.571495297012672e-002	2.024148e+000
1.573448422012672e-002	2.004748e+000
1.575200694675672e-002	2.000079e+000
1.576826791517520e-002	2.006580e+000
1.578779916517520e-002	2.028071e+000
1.580733041517520e-002	2.064180e+000
1.582686166517520e-002	2.114365e+000
1.584639291517520e-002	2.177870e+000
1.588545541517520e-002	2.340837e+000
1.592451791517520e-002	2.543313e+000
1.594404916517520e-002	2.660187e+000
1.596358041517520e-002	2.777724e+000
1.598311166517520e-002	2.895923e+000
1.600264291517520e-002	3.014784e+000
1.602217416517520e-002	3.134306e+000
1.604170541517520e-002	3.254491e+000
1.606123666517520e-002	3.375338e+000
1.611983041517519e-002	3.683770e+000
1.615889291517519e-002	3.840580e+000
1.619795541517519e-002	3.947008e+000
1.623701791517519e-002	3.996675e+000
1.627566296580911e-002	3.987028e+000
1.631472546580911e-002	3.918438e+000
1.635378796580911e-002	3.794800e+000
1.639285046580911e-002	3.623523e+000
1.645144421580911e-002	3.300374e+000
1.647097546580911e-002	3.176805e+000
1.649050671580911e-002	3.055072e+000
1.651003796580911e-002	2.935176e+000
1.652956921580910e-002	2.817116e+000
1.654910046580910e-002	2.700892e+000
1.656863171580910e-002	2.586505e+000
1.658816296580910e-002	2.473954e+000
1.662722546580910e-002	2.283075e+000
1.664675671580910e-002	2.203128e+000
1.666628796580910e-002	2.135167e+000
1.668581921580910e-002	2.080213e+000
1.670535046580910e-002	2.039094e+000
1.672488171580910e-002	2.012428e+000
1.674441296580910e-002	2.000616e+000
1.676292268197227e-002	2.003294e+000
1.678245393197227e-002	2.020719e+000
1.680198518197227e-002	2.052872e+000
1.682151643197227e-002	2.099271e+000
1.684104768197227e-002	2.159218e+000
1.686057893197227e-002	2.231811e+000
1.689964143197227e-002	2.410393e+000
1.693870393197227e-002	2.624316e+000
1.707542268197227e-002	3.456355e+000
1.711448518197227e-002	3.658882e+000
1.715354768197227e-002	3.821917e+000
1.719261018197226e-002	3.935688e+000
1.723167268197226e-002	3.993377e+000
1.726404438409505e-002	3.996109e+000
1.730310688409505e-002	3.944843e+000
1.734216938409505e-002	3.836946e+000
1.738123188409504e-002	3.678884e+000
1.743982563409504e-002	3.369143e+000
1.745935688409504e-002	3.248038e+000
1.747888813409504e-002	3.127694e+000
1.749841938409504e-002	3.008111e+000
1.751795063409504e-002	2.889289e+000
1.753748188409504e-002	2.771227e+000
1.755701313409504e-002	2.653926e+000
1.757654438409504e-002	2.537385e+000
1.761560688409504e-002	2.335833e+000
1.763513813409504e-002	2.249315e+000
1.765466938409504e-002	2.174089e+000
1.767420063409504e-002	2.111285e+000
1.769373188409504e-002	2.061848e+000
1.771326313409504e-002	2.026522e+000
1.773279438409504e-002	2.005838e+000
1.774925557109208e-002	2.000011e+000
1.776472330786420e-002	2.004276e+000
1.778425455786420e-002	2.023072e+000
1.780378580786420e-002	2.056562e+000
1.782331705786420e-002	2.104243e+000
1.784284830786420e-002	2.165396e+000
1.786237955786420e-002	2.239103e+000
1.790144205786420e-002	2.419569e+000
1.794050455786420e-002	2.634825e+000
1.796003580786420e-002	2.756091e+000
1.797956705786420e-002	2.876534e+000
1.799909830786420e-002	2.996153e+000
1.801862955786420e-002	3.114949e+000
1.803816080786420e-002	3.232920e+000
1.805769205786420e-002	3.350068e+000
1.807722330786420e-002	3.466393e+000
1.811628580786420e-002	3.667350e+000
1.815534830786419e-002	3.828309e+000
1.819441080786419e-002	3.939620e+000
1.823347330786419e-002	3.994613e+000
1.826558784740995e-002	3.995208e+000
1.830465034740995e-002	3.941623e+000
1.834371284740995e-002	3.831599e+000
1.838277534740995e-002	3.671732e+000
1.844136909740995e-002	3.360113e+000
1.846090034740995e-002	3.238643e+000
1.848043159740995e-002	3.118078e+000
1.849996284740995e-002	2.998416e+000
1.851949409740995e-002	2.879658e+000
1.853902534740995e-002	2.761805e+000
1.855855659740995e-002	2.644855e+000
1.857808784740994e-002	2.528809e+000
1.861715034740994e-002	2.328614e+000
1.863668159740994e-002	2.242944e+000
1.865621284740994e-002	2.168660e+000
1.867574409740994e-002	2.106881e+000
1.869527534740994e-002	2.058535e+000
1.871480659740994e-002	2.024349e+000
1.873433784740994e-002	2.004838e+000
1.875176863356545e-002	2.000062e+000
1.876787987593693e-002	2.006304e+000
1.878741112593693e-002	2.027500e+000
1.880694237593693e-002	2.063323e+000
1.882647362593693e-002	2.113235e+000
1.884600487593693e-002	2.176485e+000
1.888506737593693e-002	2.339006e+000
1.892412987593693e-002	2.541145e+000
1.894366112593693e-002	2.657898e+000
1.896319237593693e-002	2.775350e+000
1.898272362593693e-002	2.893499e+000
1.900225487593693e-002	3.012347e+000
1.902178612593693e-002	3.131892e+000
1.904131737593693e-002	3.252135e+000
1.906084862593693e-002	3.373077e+000
1.911944237593692e-002	3.681989e+000
1.915850487593692e-002	3.839257e+000
1.919756737593692e-002	3.946222e+000
1.923662987593692e-002	3.996474e+000
1.927503130873445e-002	3.987658e+000
1.931409380873445e-002	3.920001e+000
1.935315630873444e-002	3.797202e+000
1.939221880873444e-002	3.626621e+000
1.945081255873444e-002	3.304157e+000
1.947034380873444e-002	3.185259e+000
1.948987505873444e-002	3.059091e+000
1.950940630873444e-002	2.936486e+000
1.952893755873444e-002	2.817443e+000
1.954846880873444e-002	2.701964e+000
1.956800005873444e-002	2.590048e+000
1.958753130873444e-002	2.481695e+000
1.960706255873444e-002	2.376905e+000
1.964612505873444e-002	2.205532e+000
1.966565630873444e-002	2.137166e+000
1.968518755873444e-002	2.081778e+000
1.970471880873444e-002	2.040201e+000
1.972425005873444e-002	2.013060e+000
1.974378130873444e-002	2.000763e+000
1.976268763354278e-002	2.003176e+000
1.978221888354277e-002	2.020421e+000
1.980175013354277e-002	2.052399e+000
1.982128138354277e-002	2.098630e+000
1.984081263354277e-002	2.158419e+000
1.986034388354277e-002	2.230866e+000
1.989940638354277e-002	2.409201e+000
1.993846888354277e-002	2.622948e+000
1.999706263354277e-002	2.981545e+000
2.000000000000000e-002	3.000000e+000
