0.000000000000000e+000	1.000000e+000
1.828571423954730e-005	1.116859e+000
3.657142847909461e-005	1.229066e+000
5.485714271864191e-005	1.336620e+000
7.314285695818921e-005	1.439521e+000
9.142857119773651e-005	1.537770e+000
1.097142854372838e-004	1.631366e+000
1.279999996768311e-004	1.720309e+000
1.664268051676843e-004	1.865271e+000
1.929888000886072e-004	1.936525e+000
2.123549652184252e-004	1.972157e+000
2.278501423260403e-004	1.990331e+000
2.446893085422106e-004	1.999443e+000
2.630254952153978e-004	1.996653e+000
2.862005219748521e-004	1.974244e+000
3.237503625077602e-004	1.894544e+000
3.834484283254960e-004	1.668593e+000
4.728112804977048e-004	1.170002e+000
5.704675304977048e-004	5.715646e-001
6.346725724512350e-004	2.512510e-001
6.708991100413168e-004	1.209858e-001
6.961986441312979e-004	5.659480e-002
7.147398128622911e-004	2.444116e-002
7.308165107636615e-004	7.255362e-003
7.462820728824276e-004	2.728423e-004
7.636179029253063e-004	3.658350e-003
7.871638470578141e-004	2.713919e-002
8.253029561833742e-004	1.098593e-001
8.858715295555337e-004	3.428056e-001
9.762436432230621e-004	8.512881e-001
1.073899893223062e-003	1.447821e+000
1.136216159483968e-003	1.755142e+000
1.171942443327672e-003	1.882121e+000
1.196950645015912e-003	1.944962e+000
1.215299739629489e-003	1.976326e+000
1.231512508466641e-003	1.993261e+000
1.247518568188081e-003	1.999878e+000
1.264077634611243e-003	1.996091e+000
1.287911343884383e-003	1.971763e+000
1.326507115873909e-003	1.886668e+000
1.387747855346408e-003	1.648263e+000
1.478889499569870e-003	1.132253e+000
1.576545749569871e-003	5.373774e-001
1.637390976303236e-003	2.400391e-001
1.672738699607134e-003	1.155336e-001
1.697525355329153e-003	5.386305e-002
1.715727960121111e-003	2.309568e-002
1.732044678063620e-003	6.357048e-003
1.748463925896771e-003	4.657477e-005
1.764429054736556e-003	4.106842e-003
1.788482682871707e-003	2.908999e-002
1.827427148463658e-003	1.160203e-001
1.889179671527282e-003	3.586130e-001
1.980901427862661e-003	8.802879e-001
2.078557677862661e-003	1.473793e+000
2.138275813450045e-003	1.763563e+000
2.173339655163792e-003	1.886222e+000
2.197959556174577e-003	1.947017e+000
2.216051657465479e-003	1.977337e+000
2.232446886366527e-003	1.993924e+000
2.249178365400597e-003	1.999987e+000
2.264694611351776e-003	1.995741e+000
2.288914395705703e-003	1.970257e+000
2.328122135307844e-003	1.881930e+000
2.390260221578182e-003	1.636163e+000
2.482415662941472e-003	1.110261e+000
2.580071912941472e-003	5.178504e-001
2.638937044424490e-003	2.337611e-001
2.673789436633572e-003	1.124724e-001
2.698284783891893e-003	5.232893e-002
2.716294211114322e-003	2.234163e-002
2.732747501905910e-003	5.869599e-003
2.747928259298134e-003	8.472165e-005
2.764229935610659e-003	3.994351e-003
2.788158960264065e-003	2.860496e-002
2.826905892477135e-003	1.144938e-001
2.888368648871135e-003	3.547118e-001
2.979762572177352e-003	8.731869e-001
3.077418822177352e-003	1.467479e+000
3.137775839001630e-003	1.761530e+000
3.172999956546304e-003	1.885231e+000
3.197714070419862e-003	1.946520e+000
3.215868629438683e-003	1.977093e+000
3.232219472822652e-003	1.993766e+000
3.248774418167835e-003	1.999970e+000
3.264544466333381e-003	1.995827e+000
3.288670309518072e-003	1.970627e+000
3.327729218345445e-003	1.883091e+000
3.389649433009652e-003	1.639120e+000
3.481560166543232e-003	1.115602e+000
3.579216416543232e-003	5.225666e-001
3.638563962105401e-003	2.352695e-001
3.673535586443413e-003	1.132084e-001
3.698101203515246e-003	5.269780e-002
3.716157287469892e-003	2.252284e-002
3.732578124216342e-003	5.985299e-003
3.749411472001351e-003	6.836967e-006
3.764781254206017e-003	4.309631e-003
3.789055244629016e-003	2.995767e-002
3.828348840528108e-003	1.187426e-001
3.890612503733718e-003	3.655460e-001
3.982908567806785e-003	8.928177e-001
4.080564817806784e-003	1.484861e+000
4.139151424056177e-003	1.767104e+000
4.173935388510754e-003	1.887950e+000
4.198390365008917e-003	1.947883e+000
4.216372970708397e-003	1.977762e+000
4.247917295210450e-003	1.999914e+000
4.264225859875703e-003	1.996008e+000
